timestamp,emotion,eng_raw,eng_smooth
1767671424.1701174,happy,0.963457437476609,0.963457437476609
1767671424.7665718,happy,0.9772990984492935,0.9772990984492935
1767671425.352368,happy,0.9858473783388035,0.9858473783388035
1767671425.94575,sad,0.46694373339414597,0.46694373339414597
1767671426.5833454,surprise,0.7150957513600589,0.7150957513600589
1767671428.328776,sad,0.38840938527137037,0.38840938527137037
1767671430.745186,happy,0.8947328213602305,0.8947328213602305
1767671431.3265076,angry,0.5564535807818175,0.5564535807818175
1767671434.938638,happy,0.8835429450497031,0.8835429450497031
1767671435.564402,happy,0.6953816153109074,0.6953816153109074
1767671436.145638,sad,0.5399445879040286,0.5399445879040286
1767671436.7660303,sad,0.3510255056433379,0.3510255056433379
1767671439.1490028,sad,0.4659106804989278,0.4659106804989278
1767671439.7260785,surprise,0.5924771398305894,0.5924771398305894
1767671442.1704187,happy,0.6582071859389543,0.6582071859389543
1767671443.3751645,happy,0.7113302774727344,0.7113302774727344
1767671444.535138,happy,0.9972155224873404,0.9972155224873404
1767671445.1357424,happy,0.9726457589480562,0.9726457589480562
1767671445.770294,angry,0.3064422118244693,0.3064422118244693
1767671446.333294,happy,0.918447540095076,0.918447540095076
1767671446.9439912,angry,0.3315034914761782,0.3315034914761782
1767671447.5433578,surprise,0.6489048212766647,0.6489048212766647
1767671448.168133,surprise,0.6745872683823109,0.6745872683823109
1767671448.7778175,happy,0.7014069512486458,0.7014069512486458
1767671449.371778,surprise,0.6773819789290427,0.6773819789290427
1767671449.9810507,angry,0.5827763721346856,0.5827763721346856
1767671450.5246463,happy,0.5898930147290229,0.5898930147290229
1767671451.141703,happy,0.9681368191260845,0.9681368191260845
1767671451.7794075,sad,0.6256610564421863,0.6256610564421863
1767671452.363506,sad,0.4095587260089814,0.4095587260089814
1767671452.981009,happy,0.6101462959777564,0.6101462959777564
1767671453.562428,happy,0.9677566048689188,0.9677566048689188
1767671454.1409187,happy,0.8233631926821544,0.8233631926821544
1767671454.7968395,happy,0.6636400844203308,0.6636400844203308
1767671455.3893325,happy,0.6759586408235919,0.6759586408235919
1767671456.0209913,happy,0.7699174647292238,0.7699174647292238
1767671456.5498343,happy,0.6766361503745429,0.6766361503745429
1767671457.1676917,sad,0.7303983281458386,0.7303983281458386
1767671457.7123895,angry,0.36490360345924266,0.36490360345924266
1767671458.369945,happy,0.6706247742287814,0.6706247742287814
1767671459.569245,sad,0.7078594625229017,0.7078594625229017
1767671460.1549783,surprise,0.7012823089957237,0.7012823089957237
1767671460.7257578,sad,0.5239373259246348,0.5239373259246348
1767671461.3253806,sad,0.4978741813451052,0.4978741813451052
1767671461.9740508,sad,0.6409349190536886,0.6409349190536886
1767671462.5794325,sad,0.6252519817557186,0.6252519817557186
1767671463.157472,sad,0.5625283630564808,0.5625283630564808
1767671463.780814,sad,0.5001490533002653,0.5001490533002653
1767671464.382418,sad,0.4777197221352253,0.4777197221352253
1767671464.952971,sad,0.4266522924415767,0.4266522924415767
1767671465.5660548,happy,0.5312501060776412,0.5312501060776412
1767671466.179441,surprise,0.5099782285047696,0.5099782285047696
1767671466.70708,sad,0.3456653856148478,0.3456653856148478
1767671467.3470376,sad,0.5234207983128727,0.5234207983128727
1767671467.9516993,sad,0.39758940394967796,0.39758940394967796
1767671468.5824683,surprise,0.6313197454437613,0.6313197454437613
1767671469.1197472,sad,0.35708685368299486,0.35708685368299486
1767671469.7735074,sad,0.3720160151133314,0.3720160151133314
1767671470.9397933,angry,0.25897209998220205,0.25897209998220205
1767671471.5572894,sad,0.4437446819036268,0.4437446819036268
1767671472.1400132,sad,0.4398471836000681,0.4398471836000681
1767671472.7337852,sad,0.447973857820034,0.447973857820034
1767671473.3420444,sad,0.3567164771258831,0.3567164771258831
1767671473.9570847,sad,0.3398654017131776,0.3398654017131776
1767671474.5371695,sad,0.33290575481951235,0.33290575481951235
1767671475.162762,sad,0.4658520635217429,0.4658520635217429
1767671475.737612,angry,0.21894159042276443,0.21894159042276443
1767671476.3656886,sad,0.44903933182358746,0.44903933182358746
1767671476.9394145,angry,0.2527965950779617,0.2527965950779617
1767671477.544505,angry,0.5662745852023363,0.5662745852023363
1767671478.159308,angry,0.3690075159072876,0.3690075159072876
1767671478.7472,sad,0.383496792986989,0.383496792986989
1767671479.347355,angry,0.20092194553371884,0.20092194553371884
1767671479.983958,angry,0.2548328994307667,0.2548328994307667
1767671480.604854,sad,0.3927848614752293,0.3927848614752293
1767671481.1833184,sad,0.3927305638790131,0.3927305638790131
1767671481.7708266,sad,0.39806468574679454,0.39806468574679454
1767671482.3473485,angry,0.21486256824573505,0.21486256824573505
1767671482.9499083,angry,0.20533010777580785,0.20533010777580785
1767671483.5596008,sad,0.3528642870020121,0.3528642870020121
1767671485.3790028,sad,0.33828231689985844,0.33828231689985844
1767671486.6393604,sad,0.5673505501821637,0.5673505501821637
1767671487.7493942,sad,0.5244606029242276,0.5244606029242276
1767671488.3664582,sad,0.5894196728244424,0.5894196728244424
1767671488.9418526,sad,0.4026088589802384,0.4026088589802384
1767671490.1282086,surprise,0.6540148418396711,0.6540148418396711
1767671490.7363415,sad,0.5430017272010444,0.5430017272010444
1767671491.3917398,sad,0.3917338625411503,0.3917338625411503
1767671491.9691703,sad,0.49005644946591936,0.49005644946591936
1767671492.5655792,surprise,0.49240213725715876,0.49240213725715876
1767671493.166932,sad,0.53548004925251,0.53548004925251
1767671493.7752964,sad,0.5006507071433589,0.5006507071433589
1767671494.3602266,sad,0.46960564372129737,0.46960564372129737
1767671494.9823306,sad,0.3789147732546553,0.3789147732546553
1767671495.5425673,sad,0.3099875381274615,0.3099875381274615
1767671496.151958,sad,0.34740544579690325,0.34740544579690325
1767671496.7593844,sad,0.4443248439114541,0.4443248439114541
1767671497.963229,sad,0.39677835304173636,0.39677835304173636
1767671498.5723107,surprise,0.4864922971697524,0.4864922971697524
1767671499.1551938,sad,0.42341273719357564,0.42341273719357564
1767671500.3567781,sad,0.45029863650706825,0.45029863650706825
1767671500.9348767,sad,0.32171978326514356,0.32171978326514356
1767671501.580677,sad,0.3612710586196044,0.3612710586196044
1767671502.144626,sad,0.3378488359216135,0.3378488359216135
1767671502.7405083,sad,0.3638802791916532,0.3638802791916532
1767671503.369432,sad,0.33156210789456964,0.33156210789456964
1767671503.9764934,sad,0.34470010797958817,0.34470010797958817
1767671504.5359712,sad,0.3211025249045633,0.3211025249045633
1767671505.1380515,sad,0.337746899202466,0.337746899202466
1767671506.3521745,sad,0.4130745012778789,0.4130745012778789
1767671506.9703832,sad,0.39953331656288354,0.39953331656288354
1767671507.5705554,angry,0.47942309780046344,0.47942309780046344
1767671508.1584523,angry,0.2342437888146378,0.2342437888146378
1767671508.7601304,angry,0.42885987514164303,0.42885987514164303
1767671509.3574595,sad,0.4186142966151237,0.4186142966151237
1767671510.0056045,happy,0.5994083124212921,0.5994083124212921
1767671510.7601507,sad,0.4576560510322452,0.4576560510322452
1767671511.7663057,sad,0.5117286042310298,0.5117286042310298
1767671512.80471,sad,0.39275440362980585,0.39275440362980585
1767671513.7635481,sad,0.43995965421199795,0.43995965421199795
1767671514.780326,angry,0.3365284465719015,0.3365284465719015
1767671515.6808743,sad,0.37895214854506776,0.37895214854506776
1767671516.659308,sad,0.4182236950262449,0.4182236950262449
1767671517.6666331,sad,0.4043234712909908,0.4043234712909908
1767671518.6884346,sad,0.3778755733044818,0.3778755733044818
1767671519.6670098,sad,0.42863002670055717,0.42863002670055717
1767671521.6789327,sad,0.4132680191425606,0.4132680191425606
1767671523.6445608,sad,0.3800528014777228,0.3800528014777228
1767671525.6602452,sad,0.4170916025526822,0.4170916025526822
1767671527.6354828,sad,0.4246952168643475,0.4246952168643475
1767671529.64492,surprise,0.6351692790165544,0.6351692790165544
1767671531.65905,sad,0.370674899360165,0.370674899360165
1767671533.676836,sad,0.5961236917297356,0.5961236917297356
1767671535.7007077,sad,0.30803112134308325,0.30803112134308325
1767671537.6568825,sad,0.41932585109025233,0.41932585109025233
1767671539.6846452,sad,0.38324230303987855,0.38324230303987855
1767671541.6720328,sad,0.3911703799050883,0.3911703799050883
1767671543.663903,sad,0.38274042884877413,0.38274042884877413
1767671545.6632292,sad,0.45611726706847544,0.45611726706847544
1767671547.656544,sad,0.42861531459493557,0.42861531459493557
1767671549.6957512,sad,0.3663318756967783,0.3663318756967783
