timestamp,emotion,eng_raw,eng_smooth
1766034674.576761,sad,0.3876221776008606,0.3876221776008606
1766034674.8127546,neutral,0.500535786151886,0.500535786151886
1766034675.4203224,neutral,0.47945088148117065,0.47945088148117065
1766034676.0108542,neutral,0.4515193700790405,0.4515193700790405
1766034676.5854363,neutral,0.5314223170280457,0.5314223170280457
1766034677.1965468,neutral,0.5953828692436218,0.5953828692436218
1766034677.7977521,neutral,0.5962142944335938,0.5962142944335938
1766034678.4149632,happy,0.9781705737113953,0.9781705737113953
1766034679.0107374,happy,0.9914374351501465,0.9914374351501465
1766034679.5969546,happy,0.9716812968254089,0.9716812968254089
1766034680.2006009,angry,0.28125429153442383,0.28125429153442383
1766034680.80523,happy,0.8359163403511047,0.8359163403511047
1766034681.3794465,happy,0.9927223920822144,0.9927223920822144
1766034682.0013142,sad,0.5399581789970398,0.5399581789970398
1766034682.6032338,angry,0.4472923278808594,0.4472923278808594
1766034684.386308,happy,0.9503055810928345,0.9503055810928345
1766034685.023367,neutral,0.5782537460327148,0.5782537460327148
1766034685.6026592,neutral,0.6017730832099915,0.6017730832099915
1766034687.4045992,sad,0.41775837540626526,0.41775837540626526
1766034687.9813964,neutral,0.4684273302555084,0.4684273302555084
1766034688.6050866,fear,0.3657803237438202,0.3657803237438202
1766034689.2125342,fear,0.3502904176712036,0.3502904176712036
1766034689.7988522,happy,0.7389094829559326,0.7389094829559326
1766034690.3936179,angry,0.4349009394645691,0.4349009394645691
1766034691.0030668,neutral,0.6984665393829346,0.6984665393829346
1766034692.2220583,neutral,0.48595839738845825,0.48595839738845825
1766034692.8255806,neutral,0.6116644144058228,0.6116644144058228
1766034693.4026926,neutral,0.5354432463645935,0.5354432463645935
1766034694.015007,neutral,0.5816251039505005,0.5816251039505005
1766034694.6019635,neutral,0.5996774435043335,0.5996774435043335
1766034695.2073565,sad,0.31984999775886536,0.31984999775886536
1766034695.8110976,sad,0.3423095643520355,0.3423095643520355
1766034696.443904,sad,0.3163217306137085,0.3163217306137085
1766034698.2243907,angry,0.2785085439682007,0.2785085439682007
1766034698.802387,angry,0.30554458498954773,0.30554458498954773
1766034699.4274113,sad,0.35990670323371887,0.35990670323371887
1766034699.9985259,neutral,0.48061060905456543,0.48061060905456543
1766034700.6030545,sad,0.3177923858165741,0.3177923858165741
1766034701.8236713,happy,0.988747775554657,0.988747775554657
1766034702.3938332,happy,0.990856945514679,0.990856945514679
1766034703.0036085,happy,0.9920550584793091,0.9920550584793091
1766034703.5863261,fear,0.4001551866531372,0.4001551866531372
1766034704.1708043,neutral,0.4435127377510071,0.4435127377510071
1766034704.8113146,neutral,0.4067923128604889,0.4067923128604889
1766034706.008091,surprise,0.8157014846801758,0.8157014846801758
1766034706.5979357,surprise,0.8349824547767639,0.8349824547767639
1766034707.1968925,surprise,0.7666851878166199,0.7666851878166199
1766034707.827255,surprise,0.766887903213501,0.766887903213501
1766034708.4169915,surprise,0.7707602381706238,0.7707602381706238
1766034709.0143416,surprise,0.8597448468208313,0.8597448468208313
1766034709.6243312,neutral,0.4955378472805023,0.4955378472805023
1766034710.194774,happy,0.9713366627693176,0.9713366627693176
1766034711.4368892,fear,0.3914225399494171,0.3914225399494171
1766034712.0180826,happy,0.9986912608146667,0.9986912608146667
1766034712.6139085,happy,0.968096137046814,0.968096137046814
1766034713.1969435,sad,0.3336339592933655,0.3336339592933655
1766034713.7810993,happy,0.9997183680534363,0.9997183680534363
1766034714.4037097,happy,0.9999991655349731,0.9999991655349731
1766034715.0263443,happy,0.9873640537261963,0.9873640537261963
1766034716.2178388,neutral,0.5748139023780823,0.5748139023780823
1766034716.8732576,neutral,0.593970000743866,0.593970000743866
1766034717.3929124,neutral,0.5753664970397949,0.5753664970397949
1766034720.4164157,fear,0.48766329884529114,0.48766329884529114
1766034720.9921064,surprise,0.7989053130149841,0.7989053130149841
1766034721.6137476,surprise,0.6466310024261475,0.6466310024261475
1766034722.2118297,surprise,0.8836151361465454,0.8836151361465454
1766034722.807228,angry,0.23246127367019653,0.23246127367019653
1766034723.4684575,sad,0.350861519575119,0.350861519575119
1766034723.986565,sad,0.37635543942451477,0.37635543942451477
1766034724.6173656,neutral,0.5024693608283997,0.5024693608283997
1766034725.2134237,neutral,0.5345636010169983,0.5345636010169983
1766034725.8382852,neutral,0.4212173819541931,0.4212173819541931
1766034726.4138927,neutral,0.4825042486190796,0.4825042486190796
1766034727.0232174,angry,0.30833175778388977,0.30833175778388977
1766034727.607296,angry,0.2888089120388031,0.2888089120388031
1766034728.2328908,neutral,0.4243999421596527,0.4243999421596527
1766034728.832056,angry,0.26911088824272156,0.26911088824272156
1766034729.405601,sad,0.32095807790756226,0.32095807790756226
1766034730.0149457,neutral,0.5724217891693115,0.5724217891693115
1766034730.5863822,happy,0.9105096459388733,0.9105096459388733
1766034731.2118323,neutral,0.5841341018676758,0.5841341018676758
1766034731.814589,happy,0.9935774207115173,0.9935774207115173
